"Date","Airtemp_min","Airtemp_avg","Airtemp_max","Dewpoint_min","Soiltemp_avg","Soiltemp_max","Soiltemp_min","Snow_height","Precipitation","Cloud_O","Cloud_H","Windspeedavg_ms","Windspeedmax_ms","atmopressure_gPa","SaturationDeficit_Avg_gPa","SaturationDeficit_Max_gPa","Humidityavg_%","Humiditymin_%","Partialpressure_avg_gPa","Partialpressure_max_gPa"
"2011-07-26","18","28","44","11","28","44","18","","0","5","7","2","3","1010.4","11","22.9","64","37","11","22.9"
"2011-07-27","18","30","49","13.2","30","49","18","","0","4","4","2.3","3","1006.5","13.6","28.9","62","36","13.6","28.9"
"2011-07-28","20","30","44","12.5","30","44","20","","0.5","6","6","2.3","4","1002.3","9.3","20.3","70","42","9.3","20.3"
"2011-07-29","17","22","40","13","22","40","17","","10.3","6","4","3.8","9","997.8","5","10.4","80","64","5","10.4"
"2011-07-30","16","22","30","14","22","30","16","","0","2","5","3.3","5","991.8","4.9","9.3","79","65","4.9","9.3"
"2011-07-31","14","20","32","11.1","20","32","14","","1.7","5","6","2.5","4","986.1","3.3","7.3","85","75","3.3","7.3"
"2011-08-01","13","20","38","8.3","20","38","13","","0","2","2","3.3","5","988.9","5.4","10.3","72","52","5.4","10.3"
"2011-08-02","13","16","21","10.5","16","21","13","","9.7","2","2","5","7","989.5","3.3","6.6","81","67","3.3","6.6"
"2011-08-03","10","17","26","8.6","17","26","10","","8.2","4","4","2.1","5","995.8","3","7.4","85","65","3","7.4"
"2011-08-04","10","16","30","6.8","16","30","10","","5.2","6","6","2.6","5","998.5","4","11.3","78","47","4","11.3"
"2011-08-05","8","18","36","6.4","18","36","8","","0.6","4","4","1.4","3","1002.8","5","12.6","74","43","5","12.6"
"2011-08-06","10","21","37","6.1","21","37","10","","0","5","5","0.9","2","1000.2","6.9","15.7","68","38","6.9","15.7"
"2011-08-07","12","20","34","6.3","20","34","12","","0","2","5","3","5","995.1","8","15.2","62","39","8","15.2"
"2011-08-08","13","21","38","9.4","21","38","13","","0","6","6","2.5","5","999.2","6","11.7","72","50","6","11.7"
"2011-08-09","14","21","38","11","21","38","14","","0","2","4","1.5","3","1003","6.1","13.5","76","54","6.1","13.5"
"2011-08-10","14","25","40","12.8","25","40","14","","0","6","1","1.5","4","1004.6","8.9","19.1","71","45","8.9","19.1"
"2011-08-11","16","27","43","14.1","27","43","16","","0","7","7","2.4","5","1007.2","11.7","26.3","66","38","11.7","26.3"
"2011-08-12","16","26","44","13.8","26","44","16","","0","4","7","1.3","3","1010.3","11","23.9","67","40","11","23.9"
"2011-08-13","16","27","46","11.2","27","46","16","","0","7","7","1.3","3","1010.3","12.7","27.4","63","35","12.7","27.4"
"2011-08-14","16","31","46","11","31","46","16","","0","7","7","0.6","2","1010.4","13.6","30.8","63","31","13.6","30.8"
"2011-08-15","17","28","46","12.8","28","46","17","","0","4","1","1","2","1007","13.5","28.3","62","36","13.5","28.3"
"2011-08-16","16","21","30","9.5","21","30","16","","0.7","2","4","2.4","6","999.1","4.5","6.6","79","72","4.5","6.6"
"2011-08-17","8","20","39","4.3","20","39","8","","0","4","4","1.5","2","999.9","6.3","14.3","68","38","6.3","14.3"
"2011-08-18","11","17","29","5.2","17","29","11","","0","3","3","2.3","3","997.8","4.5","8.5","70","51","4.5","8.5"
"2011-08-19","12","17","25","4.7","17","25","12","","0","2","5","1","2","997.8","4.7","10","70","46","4.7","10"
"2011-08-20","13","18","32","7.4","18","32","13","","0.4","2","5","0.9","4","998.6","4.1","9.5","76","52","4.1","9.5"
"2011-08-21","12","17","29","8.3","17","29","12","","0.6","2","2","2.5","4","996.6","3.8","7.1","76","62","3.8","7.1"
"2011-08-22","8","15","32","4.9","15","32","8","","0","4","4","1.6","3","1002.1","4.3","9.5","75","52","4.3","9.5"
"2011-08-23","9","12","15","6.5","12","15","9","","2.7","2","6","3.5","6","998.2","1.3","2.6","90","82","1.3","2.6"
"2011-08-24","10","10","12","7.9","10","12","10","","11.9","2","2","4.3","6","988.2","0.68","0.9","94","92","0.68","0.9"
"2011-08-25","8","10","14","6.3","10","14","8","","2.1","2","2","3.6","5","992.5","1.4","2.2","88","82","1.4","2.2"
"2011-08-26","8","11","17","6.5","11","17","8","","4.1","2","2","3.5","5","998.6","1.2","2.7","90","81","1.2","2.7"
"2011-08-27","7","14","27","3.2","14","27","7","","0","3","5","1.8","4","1003.8","3.7","9.5","74","45","3.7","9.5"
"2011-08-28","7","14","30","5.5","14","30","7","","0.5","6","6","2.3","4","999.3","3.6","7.5","76","56","3.6","7.5"
"2011-08-29","8","15","35","6.5","15","35","8","","0","6","6","0.5","1","998","3.6","10.3","80","51","3.6","10.3"
"2011-08-30","8","16","34","6.1","16","34","8","","0","4","4","2.5","4","998.4","5.6","13.2","72","52","5.6","13.2"
"2011-08-31","13","21","40","12.6","21","40","13","","0","4","4","2.5","5","1001.7","7.7","19.3","73","44","7.7","19.3"
"2011-09-01","12","21","40","8.4","21","40","12","","0","6","4","3.3","5","1002.7","7.8","14.6","66","43","7.8","14.6"
"2011-09-02","7","19","42","5.7","19","42","7","","0","4","1","2","4","1006.9","8.4","21.8","69","39","8.4","21.8"
"2011-09-03","16","24","44","8.7","24","44","16","","0","6","6","2.1","3","1004.7","13.5","26.2","52","30","13.5","26.2"
"2011-09-04","15","23","37","11.1","23","37","15","","0","6","1","2.8","6","1006.9","9","20.6","65","39","9","20.6"
"2011-09-05","11","22","39","9.7","22","39","11","","0","4","7","3","4","1009.7","9.3","25.4","67","34","9.3","25.4"
"2011-09-06","12","23","39","5.6","23","39","12","","0","7","7","2.9","5","1007.8","12.5","26.2","55","30","12.5","26.2"
"2011-09-07","12","19","32","-2.1","19","32","12","","0","7","7","4.9","8","1004","12.4","20.9","41","20","12.4","20.9"
"2011-09-08","7","17","30","-1","17","30","7","","0","4","7","3.4","6","996","10.6","20.6","44","23","10.6","20.6"
"2011-09-09","11","16","32","4.7","16","32","11","","0.7","2","5","1.6","2","993.5","5.8","11.4","66","49","5.8","11.4"
"2011-09-10","12","18","35","8.5","18","35","12","","0.4","3","5","1.8","3","1001.7","3.6","8.2","81","66","3.6","8.2"
"2011-09-11","8","15","25","5.1","15","25","8","","0","4","4","4.8","7","1007.6","4.7","9.3","73","53","4.7","9.3"
"2011-09-12","9","15","24","1.3","15","24","9","","0.4","2","5","7.1","9","1005.6","9.4","13.9","47","35","9.4","13.9"
"2011-09-13","10","16","32","2","16","32","10","","0","2","5","6.3","9","1003.6","10.3","14.7","45","34","10.3","14.7"
"2011-09-14","10","12","18","-1.3","12","18","10","","2","2","2","5","8","1002.3","6.2","11.3","59","33","6.2","11.3"
"2011-09-15","5","15","32","0.4","15","32","5","","0","5","6","2.5","3","999.8","9","18.8","48","27","9","18.8"
"2011-09-16","10","15","27","2.9","15","27","10","","0","2","6","1.3","4","1002.8","5.6","10.5","64","42","5.6","10.5"
"2011-09-17","6","18","37","5.4","18","37","6","","0","6","1","0.8","2","1005.2","7.2","18.8","69","34","7.2","18.8"
"2011-09-18","9","19","37","5.9","19","37","9","","0","6","7","2","3","1002.5","10.6","22.8","55","30","10.6","22.8"
"2011-09-19","12","19","38","2.5","19","38","12","","0","2","5","1.9","2","998.4","10.7","19.8","51","32","10.7","19.8"
"2011-09-20","12","19","34","5.3","19","34","12","","0","6","6","3","4","992.5","8.6","20.4","65","31","8.6","20.4"
"2011-09-21","9","14","20","6.8","14","20","9","","1.9","2","5","2.5","4","987.4","2.7","6.1","82","62","2.7","6.1"
"2011-09-22","9","11","15","4.4","11","15","9","","2.7","2","2","2.3","3","992.6","1.9","4.6","84","64","1.9","4.6"
"2011-09-23","5","8","14","1.1","8","14","5","","4.1","2","2","3.6","5","990.1","0.99","2.2","90","82","0.99","2.2"
"2011-09-24","3","6","10","0.2","6","10","3","","0.4","2","2","2.3","4","996.3","1.3","2.24","85","75","1.3","2.24"
"2011-09-25","2","11","24","0.9","11","24","2","","0","6","6","1.6","3","1008","3.6","9.1","77","55","3.6","9.1"
"2011-09-26","4","14","30","4.9","14","30","4","","0","4","1","2","4","1010","6.3","15.1","68","38","6.3","15.1"
"2011-09-27","7","12","26","1.5","12","26","7","","0","4","4","2.1","4","1004.6","6.2","10.8","59","41","6.2","10.8"
"2011-09-28","2","11","23","-1.3","11","23","2","","0","5","7","1.1","2","1003.5","4.2","11.3","71","33","4.2","11.3"
"2011-09-29","2","9","26","-1.1","9","26","2","","0","4","4","2","3","1005.6","3.9","9.1","69","38","3.9","9.1"
"2011-09-30","7","13","30","0.3","13","30","7","","0","3","3","3.9","5","1006.4","8","13.8","50","34","8","13.8"
"2011-10-01","7","12","25","0.3","12","25","7","","0","3","6","2.3","4","1003.3","7.1","9","52","42","7.1","9"
"2011-10-02","4","9","18","0.2","9","18","4","","0.1","4","4","3.3","7","996.8","5.6","12.1","63","35","5.6","12.1"
"2011-10-03","5","13","24","4","13","24","5","","0.6","3","3","2","3","994.4","4.1","10.5","74","44","4.1","10.5"
"2011-10-04","2","11","22","2.9","11","22","2","","0","6","4","1.8","4","993.5","4.4","11.6","72","42","4.4","11.6"
"2011-10-05","3","9","22","1.7","9","22","3","","0.3","2","2","1.8","4","989.3","2.4","5.9","78","54","2.4","5.9"
"2011-10-06","3","8","18","1.2","8","18","3","","0.8","2","2","2.8","4","993.1","2.4","6.6","80","50","2.4","6.6"
"2011-10-07","7","9","12","4.1","9","12","7","","3.3","2","2","2.8","4","993","2","3.9","84","68","2","3.9"
"2011-10-08","5","9","15","1.9","9","15","5","","0","3","6","2.4","3","1000","3.1","6.5","76","52","3.1","6.5"
"2011-10-09","7","13","25","6.7","13","25","7","","0","3","3","2.1","4","1008.1","4.5","10.6","72","48","4.5","10.6"
"2011-10-10","4","11","26","5.4","11","26","4","","0","7","7","1.9","3","1015.5","4.9","12.5","73","42","4.9","12.5"
"2011-10-11","4","11","28","5.3","11","28","4","","0","6","7","1.8","3","1014.8","4.6","12.5","72","42","4.6","12.5"
"2011-10-12","4","10","26","2.8","10","26","4","","0","4","7","2.9","5","1012.8","5.8","12.8","62","37","5.8","12.8"
"2011-10-13","4","11","28","2.8","11","28","4","","0","4","7","2.1","4","1010.5","7","15.2","59","35","7","15.2"
"2011-10-14","0","9","28","1.9","9","28","0","","0","7","7","1.4","3","1007.4","6.4","15","62","35","6.4","15"
"2011-10-15","-1","9","32","-0.4","9","32","-1","","0","7","7","0.9","2","1005.8","5.7","16.1","67","32","5.7","16.1"
"2011-10-16","3","11","33","2.8","11","33","3","","0","3","5","1","4","1004.5","5.1","14.6","70","35","5.1","14.6"
"2011-10-17","3","5","9","-0.3","5","9","3","","2.1","2","2","1.9","4","1007.8","1.2","1.97","86","78","1.2","1.97"
"2011-10-18","-2","3","7","-4.8","3","7","-2","","0","6","6","1.9","3","1012.7","1.8","3.44","76","57","1.8","3.44"
"2011-10-19","1","5","11","-1.1","5","11","1","","0","2","2","2.6","4","1014.7","2.4","4.15","73","58","2.4","4.15"
"2011-10-20","4","5","8","-1.5","5","8","4","","0","2","2","0.9","2","1016.9","2.7","3.95","70","58","2.7","3.95"
"2011-10-21","0","6","18","-2.6","6","18","0","","0","3","3","2.1","4","1017","3.8","7.4","61","41","3.8","7.4"
"2011-10-22","-2","6","22","-2.9","6","22","-2","","0","6","6","1.9","3","1014","3.5","7.5","65","40","3.5","7.5"
"2011-10-23","-5","4","20","-4.5","4","20","-5","","0","4","4","1.5","3","1009","3.1","7.2","70","45","3.1","7.2"
"2011-10-24","0","5","12","0.4","5","12","0","","0","2","5","1","2","1007.9","1.5","3.1","84","71","1.5","3.1"
"2011-10-25","-2","4","8","0.2","4","8","-2","","0.4","2","2","1.5","2","1006","0.69","1.56","92","83","0.69","1.56"
"2011-10-26","0","2","4","-2.2","2","4","0","","7.4","2","2","4.3","5","1003","0.61","1.65","91","76","0.61","1.65"
"2011-10-27","-1","0","1","-7","0","1","-1","","1.2","2","2","4","5","996.5","0.77","1.44","86","71","0.77","1.44"
"2011-10-28","-2","-1","4","-5.3","-1","4","-2","","2.2","2","2","1.3","2","999.1","0.55","1.54","90","73","0.55","1.54"
"2011-10-29","-7","-3","0","-6.7","-3","0","-7","","2.3","2","2","2.5","4","1002.9","0.59","1.00","88","81","0.59","1.00"
"2011-10-30","-7","-3","3","-9.3","-3","3","-7","","1.1","2","2","1.8","3","1006","0.99","1.88","77","63","0.99","1.88"
"2011-10-31","-4","-1","0","-5.6","-1","0","-4","","4.2","2","2","2.1","3","997.9","0.56","0.95","89","84","0.56","0.95"
"2011-11-01","-6","-5","-3","-9.2","-5","-3","-6","","0.4","2","2","1.8","3","1004.9","0.76","1.03","82","75","0.76","1.03"
"2011-11-02","-4","0","3","-6.1","0","3","-4","","0.8","2","2","3.4","4","1004","0.84","1.16","87","79","0.84","1.16"
"2011-11-03","0","2","4","-0.2","2","4","0","","0","2","2","3.9","6","999.7","1.4","2.33","82","73","1.4","2.33"
"2011-11-04","4","4","5","1.8","4","5","4","","2.2","2","2","4.4","5","990.4","1.1","1.79","88","79","1.1","1.79"
"2011-11-05","-3","0","4","-6.6","0","4","-3","","18.1","2","2","3.6","5","989.6","0.42","0.69","92","86","0.42","0.69"
"2011-11-06","-17","-11","-3","-23.5","-11","-3","-17","","5.1","2","2","4.3","5","989.7","0.69","0.82","65","55","0.69","0.82"
"2011-11-07","-22","-17","-12","-22.3","-17","-12","-22","","0.2","4","4","2.9","3","1003.2","0.46","0.67","72","65","0.46","0.67"
"2011-11-08","-20","-15","-10","-21.7","-15","-10","-20","","0","4","7","3","4","1002.4","0.48","0.80","75","66","0.48","0.80"
"2011-11-09","-14","-10","-8","-17.6","-10","-8","-14","","2","2","4","3.6","5","1004.2","0.64","0.88","75","67","0.64","0.88"
"2011-11-10","-18","-9","-6","-17.8","-9","-6","-18","","1.1","2","3","1.5","2","1012.9","0.73","1.03","77","70","0.73","1.03"
"2011-11-11","-20","-5","-1","-14.5","-5","-1","-20","","1.6","2","4","2.6","3","1013.5","0.64","0.82","85","81","0.64","0.82"
"2011-11-12","-6","-4","-1","-9","-4","-1","-6","","9.1","2","6","2.5","3","1003.7","0.52","1.23","88","75","0.52","1.23"
"2011-11-13","-18","-10","-4","-16.1","-10","-4","-18","","1.5","3","5","2.3","3","1004.7","0.70","1.21","77","62","0.70","1.21"
"2011-11-14","-18","-10","-5","-15.6","-10","-5","-18","","0.4","2","4","1.6","3","1002.2","0.61","1.03","80","72","0.61","1.03"
"2011-11-15","-17","-10","-2","-15.2","-10","-2","-17","","0.2","2","6","2.3","5","1002.2","0.64","1.03","82","71","0.64","1.03"
"2011-11-16","-7","-4","-2","-9.3","-4","-2","-7","","1.6","2","4","4.3","5","999.7","0.75","1.11","84","77","0.75","1.11"
"2011-11-17","-7","-4","-2","-7.5","-4","-2","-7","","3.5","2","6","3.3","5","995.6","0.64","0.92","86","79","0.64","0.92"
"2011-11-18","-20","-13","-7","-20.3","-13","-7","-20","","0","6","1","3.1","5","994.7","0.70","1.20","74","60","0.70","1.20"
"2011-11-19","-12","-10","-8","-14.8","-10","-8","-12","","1.9","2","3","3.1","5","994.9","0.67","0.82","77","73","0.67","0.82"
"2011-11-20","-17","-13","-8","-18.8","-13","-8","-17","","0","6","4","3.9","6","1006.6","0.77","1.22","71","64","0.77","1.22"
"2011-11-21","-8","-3","0","-10.7","-3","0","-8","","2.2","2","6","5.1","6","991.7","0.80","1.74","84","73","0.80","1.74"
"2011-11-22","-16","-13","-5","-17.9","-13","-5","-16","","0","6","7","3.8","5","992.7","0.68","0.93","73","66","0.68","0.93"
"2011-11-23","-20","-14","-11","-19.9","-14","-11","-20","","0","1","7","2.5","4","1004.2","0.52","0.94","78","63","0.52","0.94"
"2011-11-24","-27","-22","-13","-29.2","-22","-13","-27","","0","7","7","0.8","2","1014.5","0.21","0.39","80","72","0.21","0.39"
"2011-11-25","-24","-19","-14","-26","-19","-14","-24","","0","4","4","2.6","4","1011.5","0.29","0.49","79","75","0.29","0.49"
"2011-11-26","-14","-11","-8","-18.4","-11","-8","-14","","0","2","2","2.8","4","1010.9","0.52","0.64","79","76","0.52","0.64"
"2011-11-27","-16","-12","-9","-19.2","-12","-9","-16","","0","3","1","3","4","1011.5","0.62","0.83","74","67","0.62","0.83"
"2011-11-28","-18","-15","-10","-21.4","-15","-10","-18","","0","6","7","2.5","3","1011.4","0.51","0.60","73","65","0.51","0.60"
"2011-11-29","-18","-15","-12","-20.2","-15","-12","-18","","0","7","7","3.1","4","1014.3","0.68","1.06","68","57","0.68","1.06"
"2011-11-30","-22","-18","-13","-24.3","-18","-13","-22","","0","7","7","1.8","3","1018.7","0.55","0.88","69","58","0.55","0.88"
"2011-12-01","-23","-15","-10","-22.2","-15","-10","-23","","1.1","4","4","1.1","2","1011","0.29","0.46","84","81","0.29","0.46"
"2011-12-02","-20","-16","-11","-21.8","-16","-11","-20","","0.4","6","4","1.5","3","1008.6","0.25","0.38","85","82","0.25","0.38"
"2011-12-03","-17","-11","-6","-20.1","-11","-6","-17","","1","2","5","2","2","1007.6","0.35","0.54","85","83","0.35","0.54"
"2011-12-04","-18","-11","-8","-18.7","-11","-8","-18","","0.4","3","3","2.4","3","1009.2","0.47","0.62","83","77","0.47","0.62"
"2011-12-05","-20","-15","-10","-21.3","-15","-10","-20","","0","4","4","3.1","4","1014.3","0.38","0.55","79","76","0.38","0.55"
"2011-12-06","-12","-4","-3","-8.2","-4","-3","-12","","0","2","2","4.4","5","1018.8","1","1.14","79","74","1","1.14"
"2011-12-07","-13","-8","-4","-15.7","-8","-4","-13","","0","3","3","3.6","5","1025.2","0.90","1.13","75","66","0.90","1.13"
"2011-12-08","-21","-15","-8","-22.3","-15","-8","-21","","0","7","7","1.5","3","1029.4","0.40","0.76","80","67","0.40","0.76"
"2011-12-09","-21","-16","-6","-22.7","-16","-6","-21","","0","7","7","1.1","2","1027.2","0.40","0.93","79","68","0.40","0.93"
"2011-12-10","-18","-14","-7","-18.7","-14","-7","-18","","0","7","7","1.1","3","1022.7","0.55","1.30","75","56","0.55","1.30"
"2011-12-11","-21","-17","-12","-22.8","-17","-12","-21","","0","4","7","0.3","2","1019.4","0.29","0.68","81","67","0.29","0.68"
"2011-12-12","-22","-18","-15","-25.8","-18","-15","-22","","0","5","1","0.8","2","1018.7","0.19","0.23","84","82","0.19","0.23"
"2011-12-13","-22","-20","-16","-27.3","-20","-16","-22","","0","4","7","1","2","1019.7","0.18","0.22","81","80","0.18","0.22"
"2011-12-14","-23","-18","-13","-27.8","-18","-13","-23","","0.5","5","4","1","2","1018.5","0.21","0.27","80","78","0.21","0.27"
"2011-12-15","-24","-21","-18","-29","-21","-18","-24","","0.4","6","7","1","2","1021.4","0.17","0.22","78","75","0.17","0.22"
"2011-12-16","-26","-24","-19","-33.6","-24","-19","-26","","0","6","7","0.4","1","1027.1","0.15","0.21","76","73","0.15","0.21"
"2011-12-17","-29","-24","-19","-32.7","-24","-19","-29","","0","4","7","0.9","2","1030.8","0.17","0.25","77","72","0.17","0.25"
"2011-12-18","-32","-27","-20","-36.2","-27","-20","-32","","0","1","7","0.6","1","1037.7","0.14","0.23","75","72","0.14","0.23"
"2011-12-19","-27","-22","-16","-29.9","-22","-16","-27","","0","4","7","1.6","2","1038.1","0.21","0.32","77","75","0.21","0.32"
"2011-12-20","-23","-19","-15","-25.9","-19","-15","-23","","0","4","4","2.4","3","1037.3","0.37","0.55","73","67","0.37","0.55"
"2011-12-21","-17","-14","-12","-20.7","-14","-12","-17","","0","3","3","2.6","3","1034.4","0.62","0.77","70","62","0.62","0.77"
"2011-12-22","-17","-15","-13","-21.9","-15","-13","-17","","0","6","4","3.1","4","1030.6","0.78","0.94","61","57","0.78","0.94"
"2011-12-23","-16","-14","-12","-21.7","-14","-12","-16","","0","6","7","2.1","4","1023.9","1","1.32","54","47","1","1.32"
"2011-12-24","-20","-16","-11","-22","-16","-11","-20","","0","6","7","1.1","2","1012.5","0.58","1.18","71","48","0.58","1.18"
"2011-12-25","-23","-20","-14","-25.4","-20","-14","-23","","0","7","7","0.5","1","1004.1","0.20","0.26","82","80","0.20","0.26"
"2011-12-26","-24","-21","-17","-26.5","-21","-17","-24","","0","4","4","1","2","1002.2","0.19","0.27","80","76","0.19","0.27"
"2011-12-27","-22","-15","-10","-25.9","-15","-10","-22","","0.2","2","4","2.1","4","1000.4","0.36","0.66","81","75","0.36","0.66"
"2011-12-28","-13","-6","-3","-14","-6","-3","-13","","1.4","2","4","5.3","7","991.5","0.72","0.99","83","80","0.72","0.99"
"2011-12-29","-3","-2","0","-5","-2","0","-3","","2.8","2","2","6","9","980.3","0.75","1.08","87","81","0.75","1.08"
"2011-12-30","-8","-6","-2","-10.1","-6","-2","-8","","0.4","2","6","2.9","4","996.7","0.83","1.03","80","75","0.83","1.03"
"2011-12-31","-14","-10","-6","-17.3","-10","-6","-14","","0","6","6","3.1","4","1015.9","0.68","0.84","76","66","0.68","0.84"
"2012-01-01","-18","-15","-10","-19.1","-15","-10","-18","","0","4","1","2.5","3","1022.9","0.43","0.72","79","68","0.43","0.72"
"2012-01-02","-21","-18","-14","-22.5","-18","-14","-21","","0","4","7","1.9","4","1016.2","0.31","0.53","81","73","0.31","0.53"
"2012-01-03","-20","-17","-12","-21.9","-17","-12","-20","","0","6","7","3","4","1007.1","0.40","0.64","76","68","0.40","0.64"
"2012-01-04","-22","-20","-15","-25.7","-20","-15","-22","","0","5","7","1.1","2","1003.8","0.24","0.36","80","75","0.24","0.36"
